informant,role_type,time,passage,provisional_logic,cultural_schema,dominant_logic,final_coding
Ro2,Legacy,4:17,how much do we know vs the competition...we sell trust; trust is everything for us. That drives conservative buying.,our markets are conservative,OUR INDUSTRY IS CONSERVATIVE,,
Ro2,Legacy,8:51,our strategy is higher quality data at lower cost...it has been working...i'd rather have a great product that no one knows...,good strategy leads to growth and winning,GOOD STRATEGY LEADS TO GROWTH,,
Ro2,Legacy,10:35,"we have to meet the quarter...which is pressure, so working the space you know (vs what you don't) is easier",we are here to make money,WE ARE HERE TO MAKE MONEY,FINANCIAL PERFORMANCE FIRST,
Ro2,Legacy,13:02,we do need to push boundaires to grow,good strategy balances many competing priorities,GOOD STRATEGY BALANCES COMPETING PRIORITIES,,
Ro2,Legacy,15:00,we need to systematize to make it easier to grow the business,we need to make it easier to execute (yoo many ERPs),WE ARE TOO COMPLEX,,
Ro2,Legacy,16:44,never sure who's making what decision at Xyl...SFG led to chaos,upper management doesn't think through operational ramafications of decisions,SENIOR MANAGEMENT IS OUT OF TOUCH,,
Ro2,Legacy,18:40,we try to align on many different axis...but there is no RACI input,upper management doesn't think through operational ramafications of decisions,SENIOR MANAGEMENT IS OUT OF TOUCH,,
Ro2,Legacy,19:50,Patrick got impatient and made a bunch of changes that were'nt thought through,upper management doesn't think through operational ramafications of decisions,SENIOR MANAGEMENT IS OUT OF TOUCH,,
Ro2,Legacy,24:30,"anyone can show up on any given day and say you have to do X -- Sai, Al, etc. There is no coordination...and no ability to say 'no'",upper management doesn't think through operational ramafications of decisions,SENIOR MANAGEMENT IS OUT OF TOUCH,,
Ke,Hybrid,2:32,we have a lot to leverage in our brand and reputation,Our brands stands for something,BRANDS MATTER,,
Ke,Hybrid,5:22,without an org structure in place to (mitigate) against different priorities,you need aligned P&Ls to execute priorities,OWNING THE P&L SOLVES RESISTANCE AND DRIVES CHANGE,RULES ,
Ke,Hybrid,6:11,do we put people in place who are equipped to achieve the goals?,you need to be able to speak to the nuances of a business or function,EXPERTISE MATTERS TO SUCCESS,,
Ke,Hybrid,10:00,we need one decision-maker...someone with P&L responsibilities aligned to the priorities,you need aligned P&Ls to execute priorities,OWNING THE P&L SOLVES RESISTANCE AND DRIVES CHANGE,RULES,
Ke,Hybrid,14:15,In the absence of detail we can't align,we need details to align plans,STRATEGIC PLANS ARE TOO HIGH LEVEL,,
Ke,Hybrid,15:04,...(hard to innovate in services when financial return is long term),we are so short term,ALL THAT REALLY MATTERS IS SHORT TERM RESULTS,,
Ke,Hybrid,19:50,you need communication and personal commitment to drive change,change is drieven through relationships and trust,WE NEED RELATIONSHIPS TO MAKE ANYTHING HAPPEN,,
Ke,Hybrid,21:50,we need to fit into the planning cycle (to get our plans inserted. Planning cycles don't align).,to address short term you need to be inserted into the planning cycle,ALL THAT REALLY MATTERS IS SHORT TERM RESULTS,,
Ke,Hybrid,22:08,The children need to resolve their own disputes (rather than go to Dad),change is drieven through relationships and trust,WE NEED RELATIONSHIPS TO MAKE CHANGE HAPPEN,RULES ,
Ke,Hybrid,23:15,"our incentives are to improve the top and bottom line, not improve services",we are so short term,WE DON'T INCENTIVIZE COLLABORATION / SELF ORGANIZING,,
Ke,Hybrid,24:45,It is very energy intensive to do change,change here is exhausting,WE ARE TOO COMPLEX,,
Ke,Hybrid,25:25,everyone experiences the same resistance,change here is exhausting,WE ARE TOO COMPLEX,,
Ke,Hybrid,27:37,you have to demonstrate Xylem value to drive change,"unless business ($) is specified, change won't happen",WE ARE DRIVEN BY FINANCIAL PRESSURE,FINANCIAL PERFORMANCE FIRST,
Ke,Hybrid,28:40,"""do the math""","unless business ($) is specified, change won't happen",WE ARE DRIVEN BY FINANCIAL PRESSURE,FINANCIAL PERFORMANCE FIRST,
Ke,Hybrid,29:55,non financial value is not enough to drive change,"unless business ($) is specified, change won't happen",WE ARE DRIVEN BY FINANCIAL PRESSURE,FINANCIAL PERFORMANCE FIRST,
Ke,Hybrid,32:15,"it's easy for sales to dig their heels in and say, ""we price on the market""",we don't understand nonstandard measures of value,OUR CUSTOMERS & MARKETS ARE RISK AVERSE,,
Ke,Hybrid,34:11,"We are ""gold plating"" the offering (giving away value)..we need to chip away at resistance little by little",change is incremental,CHANGE HERE IS INCREMENTAL,,
Ke,Hybrid,36:30,how do you promise EBITDA growth if value (of our services) goes negative?,"unless business ($) is specified, change won't happen",WE ARE DRIVEN BY FINANCIAL PRESSURE,FINANCIAL PERFORMANCE FIRST,
Ke,Hybrid,38:30,(because we don't hold people accountable) we need a P&L structure to hold people accountable and set priorities,we need to decide what we want to be,WE ARE AFRAID TO TAKE RISKS,CERTAINTY/RULES ,
Ke,Hybrid,39:40,inclusion here is over-indexed...stop all the alignment! We let everyone vote all the time in every scenario! ,we are too inclusive,WE ARE TOO COMPLEX,,
Kv,Hybrid,7:26,we need better incentives on how to synergize (business model innovation - working synergistically).,we are too focused on brand/product,WE ARE SILOED,,
Kv,Hybrid,9:53,we can't take a digital payment on a SAS solution,our systems don't enable our future,WE HAVE NO INFRASTRUCTURE FOR ENABLING SOLUTIONS,,
Kv,Hybrid,10:39,there is very little R in R&D...our marketing is very reactive,we are too reactive,WE ARE NOT INNOVATING ANYMORE,,
Kv,Hybrid,13:45,we came up with 6 solutions from 6 parts of the company. Our competitors had one.,we are too siloed,WE ARE SILOED,,
Kv,Hybrid,15:24,our best VOC is our commercial teams...why 7 sign ons for a single piece of data?,our systems don't enable our future,WE HAVE NO INFRASTRUCTURE FOR ENABLING SOLUTIONS,,
Kv,Hybrid,16:25,"we are building a foundation for a skyscraper (brands, solutions), But right now we are a housing subdivision",we have domian expetise but no enterprise strategy,WE NEED A ENTERPRISE SOLUTION STRATEGY,,
Kv,Hybrid,18:56,"{we are no longer a portfolio company, so we need to stop acting as one)",we act like series of disconnected assets,WE STILL HAVE A HOLDING COMPANY MINDSET AS A PURE WATER COMPANY,,
Kv,Hybrid,20:13,"I try to chunk it into achievable successes, how to achieve incremental success",we are incrementing our way to the future,WE ARE TOO SLOW,,
Kv,Hybrid,21:18,no one wants to put any investment into something that doesn’t achieve a return in 12-24 months,we are short term,WE ARE DRIVEN BY FINANCIAL PRESSURE,FINANCIAL PERFORMANCE FIRST,
Kv,Hybrid,21:46,I don't sell what we don't have,"success is using what you have, not what could be",WE ARE AFRAID TO TAKE RISKS,CERTAINTY,
Kv,Hybrid,24:13,"I can make the case that a 10-15M investment will give you 100M, but that is not a risk anyone will take. That is barely keeping is competititive",we are incrementing our way to the future,WE ARE AFRAID TO TAKE RISKS,CERTAINTY,
Kv,Hybrid,25:47,we need to focus on our core water expertise and not do anything peripheral (eg remote sensing),we need to focus to get to digital transformation at mainline Xylem,WE NEED A DIGITAL VISION,,
Kv,Hybrid,27:10,"the opportunity for connected assets is huge...and we need an outdoor water digital platform. It will reduce OPEX, increase demand, reduce time to produce data...",we need a digital platform,WE NEED A DIGITAL PLATFORM,,
Kv,Hybrid,34:20,there is a shift from data to information in our customers,we need a digital platform,WE NEED A DIGITAL PLATFORM,,
Kv,Hybrid,37:38,No one will believe Google or Microsoft or Amazon's digital twin... ,our markets are safe because of our domain expertise and customer initimacy,CUSTOMER INTIMACY AND DOMAIN KNOWLEDGE ARE OUR DEFENSE,,
Kv,Hybrid,41:15,"we sprinkle out investment,  1M here, 1M there...",we are afraid to take risks,WE ARE AFRAID TO TAKE RISKS,CERTAINTY,
Kv,Hybrid,42:30,we are losing the additional value we could be gaining with our customers (becaise we don't invest in new technolgies/solutions),we are afraid to take risks,WE ARE AFRAID TO TAKE RISKS,CERTAINTY/FINANCIAL PERFORMANCE FIRST,
S,Digital,5:20,how slow we are in everything,we are too slow because our thinking is constrained,WE ARE RELUCTANT TO THINK TOO BIG,CERTAINTY,
S,Digital,6:31,if I don't put it in the budget it won't get funded,we are financially driven to the detriment of all else,WE ARE DRIVEN BY FINANCIAL PRESSURE,FINANCIAL PERFORMANCE FIRST,
S,Digital,8:50,the way it has worked in the past doesn’t have to be the way it works today,we are constrained by our past,WE ARE RELUCTANT TO THINK TOO BIG,CERTAINTY,
S,Digital,11:10,fast because it forces creativity,speed enables creativity,SPEED ENABLES CREATIVITY,,
S,Digital,12:10,I don't want to embrace perfection; by goinh faster we can identify gaps and pivot,speed enables better iteration,WE NEED TO BE FAST AND NIMBLE,,
S,Digital,14:54,it takes up to a year to upgrade the RNI because the customer doesn’t trust,our industry is conservative,OUR INDUSTRY IS CONSERVATIVE,,
S,Digital,18:02,we don't talk to each other across groups,we are too siloed,WE ARE SILOED,,
S,Digital,21:09,we break silos by talking to each other and allowing groups to self organize,honest conversations break silos,HONEST CONVERSATION AND SELF-ORGANIZATION BREAK SILOS,,
S,Digital,22:55,XYL only understands the language of numbers ($),we are financially driven to the detriment of all else,WE ARE DRIVEN BY FINANCIAL PRESSURE,,
S,Digital,26:07,put customer personas at the center of the organization -- break the GC silos,"we need to think in terms of customer personas, not GC",PUT CUSTOMERS AT THE CENTER - LITERALLY (ORGANIZE AROUND PERSONAS),,
S,Digital,30:07,we need an ecosystem around water -- we are the water platform,we need an ecosystem around water,"THINK ECOSYSTEM, NOT HARDWARE OR SOFTWARE",,
S,Digital,35:20,when we think in ecosystem terms we can focus on the domains that we are good at,ecosystems allow us to focus on what we are good at,"THINK ECOSYSTEM, NOT HARDWARE OR SOFTWARE",,
Rc,Hybrid,17:12,"adding real value in innovation requires deep technical knowledge, but that is not sufficient...you need to make something useful to he client",what you do needs to be valuable to the client,VALUE MEANS USEFUL AND PROFITABLE FOR THE CLIENT AND HELPS ADDRESS A BIG PROBLEM IN THE WORLD,,
Rc,Hybrid,21:00,Value is the client is successful and makes a profit and makes the world a better place,value is profit and helping the world,VALUE MEANS USEFUL AND PROFITABLE FOR THE CLIENT AND HELPS ADDRESS A BIG PROBLEM IN THE WORLD,,
Rc,Hybrid,23:05,we need to address real client needs,we need to address real client needs,WE NEED TO BE SURE WE ARE SOLVING REAL CUSTOMER  PROBLEMS,,
Rc,Hybrid,24:48,"we need to use our expertise to estimate projects, especially in agreeing to something we have not done before",we value learning,LEARN FAST,,
Rc,Hybrid,29:30,"we derisk by tackiling big problems first, and as we do we learn",tackle big problems first to derisk,LEARN FAST,,
Rc,Hybrid,31:01,transparent communication is key -- the client needs to be aware of issues the moment they arise,transparency is key to successful projects,TRANSPARENCY IS KEY TO SUCCESSFUL PROJECTS,,
Rc,Hybrid,31:41,if we need to do things differently we take that as acceptable risk,risk is acceptable if priced accordingly,ACCEPTABLE RISK,(NOT YET IDENTIFIED),
Rc,Hybrid,35:35,what is the real reason behind a customer's request,deep customer knowledge is key,DEEP CUSTOMER INTERACTION IS KEY,,
Rc,Hybrid,37:47,(narrative about developing close iteration between business case and technical solution),make sure there is an ongoing loop between the business case and the solution in development,ITERATE TO VALUE (CLOSED LOOP BETWEEN BUSINESS CASE AND SOLUTION),,
Rc,Hybrid,54:58,there is no incentive for interacting across silos,we don't incentivize real collaboration,WE DON'T INCENTIVIZE COLLABORATION / SELF ORGANIZING,,
Ja,Legacy,5:03,what problem are we solving for? - biggest innovation challenge,what is the customer problem?,WE NEED TO BE SURE WE ARE SOLVING REAL CUSTOMER  PROBLEMS,,
Ja,Legacy,7:22,Xylem is stuck in how to deliver. Is it direct?Channel? Partners?,We don't know how to deliver digital solutions,DOING SOMETHING NEW REQUIRES OPERATING IN A DIFFERENT WAY,,
Ja,Legacy,8:26,there is no WIFM for sales -- sales doesn't know how to sell digital solutions,We don't know how to deliver digital solutions,DOING SOMETHING NEW REQUIRES OPERATING IN A DIFFERENT WAY,,
Ja,Legacy,12:18,we need to leverage our sales forces' customer relationships,we need to turn our sales force into customer relationship managers,WE NEED TO BE SURE WE ARE SOLVING REAL CUSTOMER  PROBLEMS,,
Ja,Legacy,12:55,we operarate as a mechanical pump company,"we need to operate from the customer in, not the pump out",DOING SOMETHING NEW REQUIRES OPERATING IN A DIFFERENT WAY,,
Ja,Legacy,15:26,we have to articulate the WIFM for sales,We don't know how to deliver digital solutions,DOING SOMETHING NEW REQUIRES OPERATING IN A DIFFERENT WAY,,
Ja,Legacy,16:33,innovation requires challenging the status quo,innovation requires challenging the status quo,DOING SOMETHING NEW REQUIRES OPERATING IN A DIFFERENT WAY,,
Ja,Legacy,17:00,we need to shield our software and digital innovation from the short term,entrepreneurship and risk are essential to innovation,ENTREPRENEURSHIP AND RISK TAKING ARE ESSENTIAL FOR INNOVATION,,
Ja,Legacy,21.46,our main problem with innovation is 'the how' - we haven't figured out how to deliver something new ,We don't know how to deliver digital solutions,DOING SOMETHING NEW REQUIRES OPERATING IN A DIFFERENT WAY,,
Ja,Legacy,26:50,we need an accountability culture,we need an accountabiity culture,WE NEED TO HOLD PEOPLE ACCOUNTABLE,,
Ja,Legacy,27.10,we accept mediocrity,we need an accountabiity culture,WE NEED TO HOLD PEOPLE ACCOUNTABLE,,
